state,county,city,town_tracked,aland_sqkm,density,lat,lon,rel
Massachusetts,Essex,Salisbury,5474.0,39.817066,137.47873838820772,42.844794,-70.841499,0.5156991109354724
Massachusetts,Essex,Saugus,11811.0,27.907444,423.2204138795369,42.468432,-71.013946,0.4153626571796416
Massachusetts,Essex,Swampscott,6289.0,7.826791,803.5221586982456,42.468059,-70.89126,0.09053566434174452
Massachusetts,Essex,Topsfield,2790.0,30.815148,90.53988642209345,42.641387,-70.943383,0.8264542244161691
Massachusetts,Essex,Wenham,1526.0,19.837024,76.92686160988664,42.600668,-70.88326,1.6455897429806732
Massachusetts,Essex,West Newbury,1812.0,34.828194,52.026814827090945,42.799565,-70.964428,0.6776331303136203
Massachusetts,Franklin,Charlemont,801.0,67.988989,11.781319472186885,42.63313,-72.854712,1.06260336870515
Massachusetts,Franklin,Erving,409.0,35.721726,11.449614724663641,42.613418,-72.426428,0.511608709007391
Massachusetts,Franklin,Hawley,214.0,78.962706,2.710140151478598,42.575572,-72.900789,0.10570748268957948
Massachusetts,Franklin,Heath,610.0,64.49624,9.457915686247757,42.693268,-72.823116,5.614351926788336
Massachusetts,Franklin,Monroe,92.0,27.679919,3.3237091481373193,42.727772,-72.985346,1.2844245300831392
Massachusetts,Franklin,New Salem,518.0,115.922616,4.468498191931762,42.458551,-72.327191,1.0746298841353834
Massachusetts,Franklin,Orange,4024.0,90.812894,44.31088827540283,42.605437,-72.292074,0.0645561760382071
Massachusetts,Franklin,Rowe,251.0,60.704189,4.134805260309136,42.695532,-72.909148,5.051882766349127
Massachusetts,Franklin,Shutesbury,878.0,68.667035,12.786339180073815,42.456968,-72.417244,1.4847562156191227
Massachusetts,Franklin,Warwick,467.0,96.733119,4.827715727847047,42.679971,-72.339882,1.1538679847153264
