fips,mcc_raw,households,housing_units,peak,base,status,excluded,reason
47083,4418.0,3026.0,3957.0,,4418,mcc_ok,False,
47085,10689.0,6715.0,8867.0,,10689,mcc_ok,False,
47087,4827.0,4569.0,5833.0,684.0,5833,housing_floor,False,
47089,32422.0,20813.0,24890.0,11865.0,32422,mcc_ok,False,
47091,9654.0,6873.0,8741.0,4.0,9654,mcc_ok,False,
47093,244081.0,194842.0,212074.0,68001.0,244081,mcc_ok,False,
47095,2815.0,2013.0,2508.0,2641.0,2815,mcc_ok,False,
47097,12264.0,9127.0,10707.0,848.0,12264,mcc_ok,False,
47099,21174.0,16484.0,18660.0,15648.0,21174,mcc_ok,False,
47101,6968.0,5073.0,5681.0,48.0,6968,mcc_ok,False,
47103,18299.0,14304.0,16002.0,1961.0,18299,mcc_ok,False,
47105,27681.0,22487.0,24780.0,6765.0,27681,mcc_ok,False,
47107,30371.0,21230.0,23933.0,3518.0,30371,mcc_ok,False,
47109,15967.0,9683.0,12274.0,26.0,15967,mcc_ok,False,
47111,13771.0,9164.0,10693.0,11027.0,13771,mcc_ok,False,
47113,61454.0,39180.0,43748.0,28099.0,61454,mcc_ok,False,
47115,15729.0,11699.0,13663.0,9922.0,15729,mcc_ok,False,
47117,18320.0,13019.0,14357.0,7712.0,18320,mcc_ok,False,
47119,47612.0,39591.0,43464.0,24561.0,47612,mcc_ok,False,
47121,6967.0,5198.0,6087.0,3882.0,6967,mcc_ok,False,
47123,32868.0,18976.0,21383.0,8049.0,32868,mcc_ok,False,
47125,119925.0,80474.0,87220.0,83206.0,119925,mcc_ok,False,
47127,3269.0,2558.0,2981.0,3194.0,3269,mcc_ok,False,
47129,9954.0,7093.0,8546.0,1948.0,9954,mcc_ok,False,
47131,17708.0,12542.0,14335.0,4314.0,17708,mcc_ok,False,
47133,10102.0,8820.0,10353.0,2714.0,10353,housing_floor,False,
47135,4615.0,2954.0,4808.0,,4808,housing_floor,False,
47137,2876.0,2205.0,3361.0,3549.0,3549,peak_floor,False,
47139,9762.0,7101.0,8681.0,6675.0,9762,mcc_ok,False,
47141,50117.0,32733.0,35507.0,2330.0,50117,mcc_ok,False,
47143,17177.0,12744.0,15175.0,7403.0,17177,mcc_ok,False,
47145,27008.0,21956.0,25459.0,4111.0,27008,mcc_ok,False,
47147,31945.0,27154.0,28703.0,9442.0,31945,mcc_ok,False,
47149,157588.0,122510.0,131808.0,20637.0,157588,mcc_ok,False,
47151,11850.0,8614.0,9834.0,866.0,11850,mcc_ok,False,
47153,8785.0,5925.0,6915.0,7612.0,8785,mcc_ok,False,
47155,71320.0,38193.0,56728.0,29229.0,71320,mcc_ok,False,
47157,422904.0,357839.0,401041.0,155108.0,422904,mcc_ok,False,
47159,8588.0,7674.0,8577.0,3448.0,8588,mcc_ok,False,
47161,5144.0,5017.0,6695.0,6923.0,6923,peak_floor,False,
47163,69352.0,67575.0,75686.0,21584.0,75686,housing_floor,False,
47165,85061.0,74739.0,79481.0,35732.0,85061,mcc_ok,False,
47167,21417.0,22366.0,24045.0,17417.0,24045,housing_floor,False,
47169,5242.0,3552.0,3776.0,5289.0,5289,peak_floor,False,
47171,12248.0,7654.0,8733.0,879.0,12248,mcc_ok,False,
47173,9474.0,7552.0,9609.0,8591.0,9609,housing_floor,False,
47175,2866.0,2434.0,2896.0,3165.0,3165,peak_floor,False,
47177,23916.0,15932.0,18164.0,6.0,23916,mcc_ok,False,
47179,86325.0,55591.0,60904.0,28622.0,86325,mcc_ok,False,
47181,8749.0,5744.0,7184.0,34.0,8749,mcc_ok,False,
47183,19884.0,13129.0,15002.0,121.0,19884,mcc_ok,False,
47185,13365.0,10716.0,12020.0,3080.0,13365,mcc_ok,False,
47187,123583.0,88238.0,91828.0,12540.0,123583,mcc_ok,False,
47189,67214.0,55037.0,58967.0,35831.0,67214,mcc_ok,False,
48001,29000.0,16899.0,20287.0,13340.0,29000,mcc_ok,False,
48003,12620.0,6603.0,6976.0,5820.0,12620,mcc_ok,False,
48005,47178.0,31583.0,36619.0,27187.0,47178,mcc_ok,False,
48007,11991.0,11412.0,15600.0,16346.0,16346,peak_floor,False,
48009,3386.0,3367.0,3910.0,3835.0,3910,housing_floor,False,
48011,452.0,725.0,884.0,1815.0,1815,excluded,True,peak_exceeds_base
48013,18992.0,15920.0,18858.0,7182.0,18992,mcc_ok,False,
48015,9780.0,11913.0,13870.0,126963.0,126963,excluded,True,peak_exceeds_base
48017,4857.0,1933.0,2456.0,2538.0,4857,mcc_ok,False,
48019,1495.0,8532.0,11463.0,15482.0,15482,peak_floor,False,
48021,17828.0,33259.0,36875.0,29248.0,36875,housing_floor,False,
48023,1527.0,1477.0,2203.0,1266.0,2203,housing_floor,False,
48025,10187.0,8563.0,10591.0,27409.0,27409,excluded,True,peak_exceeds_base
48027,171225.0,134495.0,148787.0,62146.0,171225,mcc_ok,False,
48029,1024586.0,730119.0,792583.0,329782.0,1024586,mcc_ok,False,
48031,5297.0,4836.0,6061.0,5342.0,6061,housing_floor,False,
48033,408.0,215.0,341.0,628.0,628,excluded,True,peak_exceeds_base
48035,7389.0,7277.0,9317.0,7002.0,9317,housing_floor,False,
48037,116979.0,34486.0,39659.0,16957.0,116979,mcc_ok,False,
48039,144164.0,127264.0,142985.0,318242.0,318242,excluded,True,peak_exceeds_base
48041,73982.0,86289.0,97310.0,44703.0,97310,housing_floor,False,
48043,222.0,4958.0,5923.0,5368.0,5923,housing_floor,False,
48045,589.0,581.0,925.0,893.0,925,housing_floor,False,
48047,3092.0,2652.0,3665.0,3543.0,3665,housing_floor,False,
48049,26881.0,14977.0,18946.0,7476.0,26881,mcc_ok,False,
48051,2155.0,7586.0,9375.0,7763.0,9375,housing_floor,False,
48053,13537.0,18629.0,23802.0,15962.0,23802,housing_floor,False,
48055,21268.0,15087.0,16517.0,9781.0,21268,mcc_ok,False,
48057,11203.0,8045.0,10696.0,7088.0,11203,mcc_ok,False,
48059,3779.0,5270.0,6508.0,5021.0,6508,housing_floor,False,
48061,262299.0,132538.0,155572.0,43776.0,262299,mcc_ok,False,
48063,5954.0,4443.0,5792.0,6417.0,6417,peak_floor,False,
48065,4187.0,2260.0,2779.0,4374.0,4374,peak_floor,False,
48067,15244.0,11530.0,13944.0,11027.0,15244,mcc_ok,False,
48069,5080.0,2384.0,3024.0,4136.0,5080,mcc_ok,False,
48071,26381.0,15744.0,17314.0,60514.0,60514,excluded,True,peak_exceeds_base
48073,29708.0,18069.0,20909.0,12169.0,29708,mcc_ok,False,
48075,2451.0,1892.0,2734.0,2919.0,2919,peak_floor,False,
48077,4905.0,4204.0,5138.0,2542.0,5138,housing_floor,False,
48079,1637.0,959.0,1256.0,1420.0,1637,mcc_ok,False,
48081,1487.0,1487.0,2156.0,2695.0,2695,peak_floor,False,
48083,4018.0,3210.0,4927.0,847.0,4927,housing_floor,False,
48085,417242.0,383675.0,406932.0,143803.0,417242,mcc_ok,False,
48087,1249.0,1018.0,1516.0,1586.0,1586,peak_floor,False,
48089,8146.0,7376.0,10064.0,36628.0,36628,excluded,True,peak_exceeds_base
48091,91334.0,63957.0,70899.0,50553.0,91334,mcc_ok,False,
48093,7336.0,5340.0,6957.0,8085.0,8085,peak_floor,False,
48095,1545.0,816.0,1424.0,1937.0,1937,peak_floor,False,
48097,16852.0,16196.0,17698.0,15729.0,17698,housing_floor,False,
48099,26485.0,25156.0,28808.0,15160.0,28808,housing_floor,False,
48101,712.0,692.0,1069.0,851.0,1069,housing_floor,False,
48103,6157.0,1670.0,1817.0,2469.0,6157,mcc_ok,False,
48105,383.0,1289.0,1855.0,2093.0,2093,peak_floor,False,
48107,2609.0,1994.0,2671.0,7806.0,7806,excluded,True,peak_exceeds_base
48109,1000.0,629.0,942.0,1745.0,1745,excluded,True,peak_exceeds_base
48111,1292.0,2333.0,3040.0,3118.0,3118,peak_floor,False,
48113,948355.0,959184.0,1040669.0,386856.0,1040669,housing_floor,False,
48115,8173.0,4133.0,4892.0,5739.0,8173,mcc_ok,False,
48117,12107.0,6022.0,6983.0,8647.0,12107,mcc_ok,False,
48119,3228.0,2106.0,2435.0,1949.0,3228,mcc_ok,False,
48121,332707.0,334504.0,351416.0,125245.0,351416,housing_floor,False,
48123,11595.0,6586.0,9180.0,2750.0,11595,mcc_ok,False,
48125,917.0,638.0,1082.0,2248.0,2248,excluded,True,peak_exceeds_base
48127,3368.0,2808.0,4018.0,4278.0,4278,peak_floor,False,
48129,1704.0,1198.0,1954.0,1891.0,1954,housing_floor,False,
48131,4633.0,2892.0,4469.0,6017.0,6017,peak_floor,False,
48133,9278.0,7083.0,9414.0,7857.0,9414,housing_floor,False,
48135,156481.0,60676.0,66082.0,28468.0,156481,mcc_ok,False,
48137,424.0,526.0,1004.0,3721.0,3721,excluded,True,peak_exceeds_base
48139,80952.0,65686.0,69624.0,25236.0,80952,mcc_ok,False,
48141,349484.0,292580.0,317665.0,38358.0,349484,mcc_ok,False,
48143,24280.0,16007.0,18311.0,8826.0,24280,mcc_ok,False,
48145,4156.0,5499.0,7455.0,6131.0,7455,housing_floor,False,
48147,13643.0,12699.0,14667.0,6706.0,14667,housing_floor,False,
48149,3732.0,9310.0,13198.0,2111.0,13198,housing_floor,False,
48151,2246.0,1514.0,2038.0,1512.0,2246,mcc_ok,False,
48153,2808.0,1938.0,2622.0,2720.0,2808,mcc_ok,False,
48155,354.0,462.0,661.0,952.0,952,peak_floor,False,
48157,694780.0,270136.0,282291.0,236443.0,694780,mcc_ok,False,
48159,5481.0,3782.0,5143.0,8784.0,8784,excluded,True,peak_exceeds_base
48161,8915.0,6701.0,9080.0,8346.0,9080,housing_floor,False,
48163,7146.0,4709.0,6335.0,5892.0,7146,mcc_ok,False,
48165,13871.0,6909.0,7583.0,6237.0,13871,mcc_ok,False,
48167,144421.0,135275.0,156803.0,164920.0,164920,peak_floor,False,
48169,2693.0,1677.0,2242.0,3174.0,3174,peak_floor,False,
48171,17022.0,11035.0,14107.0,9335.0,17022,mcc_ok,False,
48173,931.0,415.0,488.0,3043.0,3043,excluded,True,peak_exceeds_base
48175,2269.0,2720.0,3532.0,2857.0,3532,housing_floor,False,
48177,6999.0,7412.0,8947.0,4474.0,8947,housing_floor,False,
48179,7103.0,8021.0,10005.0,10717.0,10717,peak_floor,False,
48181,52508.0,52084.0,58923.0,19362.0,58923,housing_floor,False,
48183,64306.0,47008.0,53265.0,48369.0,64306,mcc_ok,False,
48185,3131.0,9769.0,12038.0,10125.0,12038,housing_floor,False,
48187,97083.0,60463.0,65166.0,12871.0,97083,mcc_ok,False,
48189,15402.0,10997.0,13396.0,10794.0,15402,mcc_ok,False,
48191,1741.0,1145.0,1754.0,1903.0,1903,peak_floor,False,
48193,1841.0,3131.0,4352.0,1585.0,4352,housing_floor,False,
48195,1398.0,1763.0,2283.0,2761.0,2761,peak_floor,False,
48197,1110.0,1304.0,1819.0,2465.0,2465,peak_floor,False,
48199,12194.0,20845.0,24308.0,20456.0,24308,housing_floor,False,
48201,1827686.0,1692896.0,1851489.0,1660703.0,1851489,housing_floor,False,
48203,50385.0,24993.0,29305.0,28811.0,50385,mcc_ok,False,
48205,1077.0,1626.0,1866.0,1684.0,1866,housing_floor,False,
48207,1529.0,2090.0,3101.0,2261.0,3101,housing_floor,False,
48209,71175.0,89328.0,94988.0,53598.0,94988,housing_floor,False,
48211,1189.0,1345.0,1679.0,1802.0,1802,peak_floor,False,
48213,55808.0,31973.0,40933.0,27600.0,55808,mcc_ok,False,
48215,753680.0,257499.0,296286.0,200550.0,753680,mcc_ok,False,
48217,13365.0,13390.0,16236.0,7465.0,16236,housing_floor,False,
48219,10853.0,7922.0,9184.0,7318.0,10853,mcc_ok,False,
48221,27365.0,24734.0,28396.0,11930.0,28396,housing_floor,False,
48223,21115.0,13781.0,15698.0,15787.0,21115,mcc_ok,False,
48225,11682.0,7464.0,10840.0,9548.0,11682,mcc_ok,False,
48227,43808.0,12010.0,13974.0,8061.0,43808,mcc_ok,False,
48229,1141.0,890.0,1143.0,1067.0,1143,housing_floor,False,
48231,45067.0,36560.0,41050.0,15216.0,45067,mcc_ok,False,
48233,6978.0,6711.0,10190.0,6862.0,10190,housing_floor,False,
48235,969.0,647.0,827.0,2414.0,2414,excluded,True,peak_exceeds_base
48237,3594.0,2997.0,3816.0,2732.0,3816,housing_floor,False,
48239,6090.0,5235.0,7003.0,4551.0,7003,housing_floor,False,
48241,15308.0,13142.0,16417.0,2948.0,16417,housing_floor,False,
48243,44.0,1095.0,1810.0,2358.0,2358,peak_floor,False,
48245,51659.0,93193.0,108761.0,90667.0,108761,housing_floor,False,
48247,2958.0,1342.0,2094.0,2539.0,2958,mcc_ok,False,
48249,17612.0,12914.0,16186.0,15628.0,17612,mcc_ok,False,
48251,76674.0,62297.0,66715.0,23816.0,76674,mcc_ok,False,
48253,5201.0,5917.0,7052.0,4702.0,7052,housing_floor,False,
48255,5783.0,4359.0,5842.0,2859.0,5842,housing_floor,False,
48257,74765.0,47899.0,51145.0,43490.0,74765,mcc_ok,False,
48259,21038.0,16763.0,18342.0,10381.0,21038,mcc_ok,False,
48261,233.0,38.0,93.0,1009.0,1009,excluded,True,peak_exceeds_base
48263,346.0,246.0,475.0,753.0,753,excluded,True,peak_exceeds_base
48265,39842.0,22024.0,25246.0,24388.0,39842,mcc_ok,False,
48267,2099.0,1715.0,2694.0,4071.0,4071,excluded,True,peak_exceeds_base
48269,119.0,80.0,144.0,395.0,395,excluded,True,peak_exceeds_base
48271,1193.0,1105.0,1473.0,1187.0,1473,housing_floor,False,
48273,20728.0,11915.0,13921.0,10974.0,20728,mcc_ok,False,
48275,551.0,1248.0,1815.0,2566.0,2566,peak_floor,False,
48277,27882.0,20122.0,22688.0,10247.0,27882,mcc_ok,False,
48279,8331.0,4632.0,5899.0,3604.0,8331,mcc_ok,False,
48281,11425.0,7934.0,9721.0,3191.0,11425,mcc_ok,False,
48283,2749.0,1688.0,2333.0,3461.0,3461,peak_floor,False,
48285,2165.0,8206.0,10468.0,4674.0,10468,housing_floor,False,
48287,2223.0,6313.0,7886.0,7882.0,7886,housing_floor,False,
48289,7489.0,6397.0,8987.0,12100.0,12100,peak_floor,False,
48291,44189.0,28921.0,33616.0,32796.0,44189,mcc_ok,False,
48293,4241.0,8195.0,10420.0,7299.0,10420,housing_floor,False,
48295,1445.0,1135.0,1507.0,2576.0,2576,excluded,True,peak_exceeds_base
48297,3562.0,4153.0,5957.0,5763.0,5957,housing_floor,False,
48299,9838.0,9612.0,15388.0,16499.0,16499,peak_floor,False,
48301,170.0,40.0,55.0,1156.0,1156,excluded,True,peak_exceeds_base
48303,222871.0,121685.0,133802.0,25300.0,222871,mcc_ok,False,
48305,2405.0,2053.0,2535.0,4549.0,4549,excluded,True,peak_exceeds_base
48307,7593.0,3186.0,4233.0,2984.0,7593,mcc_ok,False,
48309,101960.0,94985.0,106122.0,42968.0,106122,housing_floor,False,
48311,217.0,202.0,369.0,788.0,788,excluded,True,peak_exceeds_base
48313,2203.0,4081.0,5084.0,5319.0,5319,peak_floor,False,
48315,5005.0,4014.0,5602.0,7163.0,7163,peak_floor,False,
48317,3861.0,1912.0,2173.0,3726.0,3861,mcc_ok,False,
48319,2818.0,1519.0,2374.0,3022.0,3022,peak_floor,False,
48321,17119.0,14073.0,18674.0,22652.0,22652,peak_floor,False,
48323,29327.0,17901.0,20063.0,20678.0,29327,mcc_ok,False,
48325,15806.0,17296.0,19596.0,20977.0,20977,peak_floor,False,
48327,1142.0,905.0,1464.0,1737.0,1737,peak_floor,False,
48329,164550.0,65265.0,70203.0,46750.0,164550,mcc_ok,False,
48331,8681.0,9767.0,11564.0,6335.0,11564,housing_floor,False,
48333,3489.0,1833.0,2653.0,593.0,3489,mcc_ok,False,
48335,4856.0,2411.0,3706.0,3144.0,4856,mcc_ok,False,
48337,8303.0,7907.0,10281.0,6484.0,10281,housing_floor,False,
48339,230040.0,224474.0,242656.0,246212.0,246212,peak_floor,False,
48341,6456.0,6989.0,8184.0,11418.0,11418,peak_floor,False,
48343,6447.0,4879.0,5815.0,4132.0,6447,mcc_ok,False,
48345,556.0,460.0,718.0,830.0,830,peak_floor,False,
48347,40989.0,24893.0,28903.0,16762.0,40989,mcc_ok,False,
48349,41267.0,18058.0,21429.0,9988.0,41267,mcc_ok,False,
48351,4202.0,4787.0,6457.0,1016.0,6457,housing_floor,False,
48353,8654.0,5670.0,7118.0,5718.0,8654,mcc_ok,False,
48355,162267.0,130122.0,151836.0,53743.0,162267,mcc_ok,False,
48357,4973.0,3684.0,4327.0,8912.0,8912,excluded,True,peak_exceeds_base
48359,948.0,631.0,791.0,3666.0,3666,excluded,True,peak_exceeds_base
48361,19786.0,31274.0,37422.0,38709.0,38709,peak_floor,False,
48363,11965.0,10640.0,15138.0,6836.0,15138,housing_floor,False,
48365,13869.0,8062.0,10784.0,10331.0,13869,mcc_ok,False,
48367,87476.0,52622.0,57477.0,37290.0,87476,mcc_ok,False,
48369,7651.0,3203.0,3755.0,6045.0,7651,mcc_ok,False,
48371,1846.0,5070.0,5818.0,3830.0,5818,housing_floor,False,
48373,11122.0,18084.0,25087.0,26132.0,26132,peak_floor,False,
48375,38898.0,42824.0,48952.0,19503.0,48952,housing_floor,False,
48377,131.0,2275.0,3396.0,4221.0,4221,peak_floor,False,
48379,5322.0,4710.0,5811.0,5723.0,5811,housing_floor,False,
48381,34619.0,54984.0,60525.0,20522.0,60525,housing_floor,False,
48383,2148.0,1090.0,1325.0,1929.0,2148,mcc_ok,False,
48385,1239.0,992.0,1817.0,4270.0,4270,excluded,True,peak_exceeds_base
48387,7161.0,4662.0,6195.0,3663.0,7161,mcc_ok,False,
48389,1724.0,4117.0,5064.0,2922.0,5064,housing_floor,False,
48391,3401.0,2235.0,3311.0,2122.0,3401,mcc_ok,False,
48393,281.0,320.0,397.0,730.0,730,excluded,True,peak_exceeds_base
48395,2755.0,6309.0,8494.0,7567.0,8494,housing_floor,False,
48397,77029.0,37881.0,39281.0,31961.0,77029,mcc_ok,False,
48399,1920.0,3780.0,5008.0,2430.0,5008,housing_floor,False,
48401,26571.0,17792.0,21188.0,13290.0,26571,mcc_ok,False,
48403,5026.0,4471.0,7634.0,5030.0,7634,housing_floor,False,
48405,5144.0,3051.0,4791.0,5843.0,5843,peak_floor,False,
48407,5355.0,10064.0,14041.0,19607.0,19607,peak_floor,False,
48409,35667.0,23920.0,29551.0,21381.0,35667,mcc_ok,False,
48411,3729.0,2014.0,2855.0,1895.0,3729,mcc_ok,False,
48413,507.0,899.0,1296.0,1146.0,1296,housing_floor,False,
48415,15125.0,5693.0,6908.0,3858.0,15125,mcc_ok,False,
48417,1803.0,1324.0,1583.0,2165.0,2165,peak_floor,False,
48419,14484.0,8988.0,11500.0,4178.0,14484,mcc_ok,False,
48421,643.0,803.0,1115.0,4450.0,4450,excluded,True,peak_exceeds_base
48423,129054.0,81286.0,97561.0,71890.0,129054,mcc_ok,False,
48425,5351.0,3345.0,3933.0,3223.0,5351,mcc_ok,False,
48427,31014.0,18634.0,22828.0,10726.0,31014,mcc_ok,False,
48429,4777.0,3405.0,4677.0,6385.0,6385,peak_floor,False,
48431,1197.0,392.0,521.0,1607.0,1607,peak_floor,False,
48433,453.0,450.0,706.0,878.0,878,peak_floor,False,
48435,787.0,1068.0,1641.0,2600.0,2600,excluded,True,peak_exceeds_base
48437,2662.0,2401.0,3042.0,1046.0,3042,housing_floor,False,
48439,1040761.0,754969.0,812186.0,367316.0,1040761,mcc_ok,False,
48441,18703.0,53888.0,60980.0,25935.0,60980,housing_floor,False,
48443,70.0,436.0,659.0,755.0,755,peak_floor,False,
48445,4311.0,4170.0,4789.0,2619.0,4789,housing_floor,False,
48447,582.0,635.0,924.0,1041.0,1041,peak_floor,False,
48449,16993.0,10802.0,12059.0,9856.0,16993,mcc_ok,False,
48451,58381.0,45449.0,51487.0,28680.0,58381,mcc_ok,False,
48453,641926.0,538109.0,571625.0,273849.0,641926,mcc_ok,False,
48455,6541.0,5946.0,8256.0,10507.0,10507,peak_floor,False,
48457,4478.0,6811.0,9516.0,12604.0,12604,peak_floor,False,
48459,18224.0,14969.0,17383.0,23857.0,23857,peak_floor,False,
48461,2542.0,1363.0,1676.0,2232.0,2542,mcc_ok,False,
48463,8418.0,8420.0,10108.0,10392.0,10392,peak_floor,False,
48465,18757.0,16643.0,18551.0,18455.0,18757,mcc_ok,False,
48467,23878.0,22326.0,25484.0,26783.0,26783,peak_floor,False,
48469,49048.0,34265.0,38974.0,9602.0,49048,mcc_ok,False,
48471,16570.0,24592.0,28801.0,21907.0,28801,housing_floor,False,
48473,18532.0,17780.0,19537.0,121248.0,121248,excluded,True,peak_exceeds_base
48475,8555.0,4264.0,5124.0,3649.0,8555,mcc_ok,False,
48477,12824.0,14482.0,17083.0,14504.0,17083,housing_floor,False,
48479,110210.0,77797.0,85296.0,27928.0,110210,mcc_ok,False,
48481,23775.0,15148.0,17416.0,128746.0,128746,excluded,True,peak_exceeds_base
48483,2320.0,1908.0,2612.0,4046.0,4046,excluded,True,peak_exceeds_base
48485,90763.0,48604.0,55602.0,14558.0,90763,mcc_ok,False,
48487,7359.0,4626.0,5861.0,6074.0,7359,mcc_ok,False,
48489,11642.0,5414.0,6820.0,7991.0,11642,mcc_ok,False,
48491,299583.0,229906.0,240082.0,134418.0,299583,mcc_ok,False,
48493,33619.0,17345.0,19017.0,7092.0,33619,mcc_ok,False,
48495,5476.0,2685.0,3210.0,3756.0,5476,mcc_ok,False,
48497,27602.0,24079.0,26786.0,10805.0,27602,mcc_ok,False,
48499,16030.0,17824.0,22123.0,23440.0,23440,peak_floor,False,
48501,3573.0,2654.0,3009.0,2296.0,3573,mcc_ok,False,
48503,9166.0,7565.0,8554.0,4730.0,9166,mcc_ok,False,
48505,8025.0,4580.0,6183.0,6300.0,8025,mcc_ok,False,
48507,67532.0,3427.0,3956.0,3394.0,67532,mcc_ok,False,
49001,1434.0,2290.0,2904.0,2490.0,2904,housing_floor,False,
49003,23064.0,18557.0,19788.0,7571.0,23064,mcc_ok,False,
49005,49744.0,41718.0,44260.0,14856.0,49744,mcc_ok,False,
49007,3849.0,7998.0,9623.0,4624.0,9623,housing_floor,False,
49009,2063.0,235.0,1147.0,4344.0,4344,excluded,True,peak_exceeds_base
49011,129095.0,112155.0,116139.0,39446.0,129095,mcc_ok,False,
49013,6214.0,6461.0,8873.0,902.0,8873,housing_floor,False,
49015,3853.0,3447.0,4100.0,2605.0,4100,housing_floor,False,
49017,4065.0,1952.0,3564.0,1781.0,4065,mcc_ok,False,
49019,3998.0,4335.0,5248.0,7376.0,7376,peak_floor,False,
49021,26673.0,18596.0,22028.0,16770.0,26673,mcc_ok,False,
49023,1654.0,3594.0,3859.0,1586.0,3859,housing_floor,False,
49025,6751.0,3225.0,6109.0,1150.0,6751,mcc_ok,False,
49027,4388.0,4177.0,4942.0,3044.0,4942,housing_floor,False,
49029,2901.0,3506.0,3750.0,2881.0,3750,housing_floor,False,
49031,643.0,569.0,893.0,1112.0,1112,peak_floor,False,
49033,980.0,765.0,3091.0,3989.0,3989,peak_floor,False,
49035,494047.0,407673.0,430705.0,91704.0,494047,mcc_ok,False,
49037,5137.0,4457.0,5552.0,2090.0,5552,housing_floor,False,
49039,4998.0,8617.0,10320.0,6708.0,10320,housing_floor,False,
49041,8108.0,7396.0,8596.0,6708.0,8596,housing_floor,False,
49043,18106.0,13655.0,25959.0,5659.0,25959,housing_floor,False,
49045,28885.0,22124.0,23365.0,11237.0,28885,mcc_ok,False,
49047,11374.0,11547.0,13689.0,6708.0,13689,housing_floor,False,
49049,239289.0,187171.0,195342.0,119719.0,239289,mcc_ok,False,
49051,19626.0,11407.0,14746.0,2845.0,19626,mcc_ok,False,
49053,78883.0,64151.0,75758.0,10116.0,78883,mcc_ok,False,
49055,2123.0,1051.0,1690.0,1969.0,2123,mcc_ok,False,
49057,103528.0,89990.0,96614.0,40536.0,103528,mcc_ok,False,
50001,17215.0,14416.0,17455.0,9890.0,17455,housing_floor,False,
50003,23874.0,14566.0,20857.0,7994.0,23874,mcc_ok,False,
50005,17476.0,12819.0,16037.0,6499.0,17476,mcc_ok,False,
50007,113089.0,69318.0,73209.0,21446.0,113089,mcc_ok,False,
50009,2162.0,2667.0,4905.0,2682.0,4905,housing_floor,False,
50011,24391.0,19233.0,22714.0,10066.0,24391,mcc_ok,False,
50013,2040.0,3027.0,5264.0,4357.0,5264,housing_floor,False,
50015,17497.0,11176.0,13946.0,6816.0,17497,mcc_ok,False,
50017,17755.0,12690.0,14998.0,8784.0,17755,mcc_ok,False,
50019,12150.0,11528.0,16499.0,8478.0,16499,housing_floor,False,
50021,37828.0,25334.0,33906.0,15886.0,37828,mcc_ok,False,
50023,41387.0,25166.0,30697.0,16009.0,41387,mcc_ok,False,
50025,15121.0,19382.0,29978.0,16122.0,29978,housing_floor,False,
50027,38107.0,24536.0,34673.0,21318.0,38107,mcc_ok,False,
51001,26528.0,14252.0,21769.0,14383.0,26528,mcc_ok,False,
51003,45280.0,44031.0,47496.0,36322.0,47496,housing_floor,False,
51005,3740.0,6309.0,7938.0,3529.0,7938,housing_floor,False,
51007,5545.0,5258.0,5726.0,10620.0,10620,excluded,True,peak_exceeds_base
51009,18016.0,12615.0,14244.0,8180.0,18016,mcc_ok,False,
51011,6686.0,6535.0,7338.0,6274.0,7338,housing_floor,False,
51013,111055.0,110887.0,119247.0,35742.0,119247,housing_floor,False,
51015,32642.0,30056.0,32675.0,19086.0,32675,housing_floor,False,
51017,3010.0,1905.0,3346.0,5010.0,5010,peak_floor,False,
51019,47929.0,32510.0,37302.0,19478.0,47929,mcc_ok,False,
51021,3556.0,2235.0,3200.0,3958.0,3958,peak_floor,False,
51023,10626.0,12916.0,14932.0,5264.0,14932,housing_floor,False,
51025,7778.0,6165.0,7940.0,8036.0,8036,peak_floor,False,
51027,12760.0,7494.0,10402.0,4770.0,12760,mcc_ok,False,
51029,5391.0,5898.0,7184.0,6978.0,7184,housing_floor,False,
51031,29450.0,22409.0,25285.0,13926.0,29450,mcc_ok,False,
51033,14714.0,11387.0,12511.0,10612.0,14714,mcc_ok,False,
51035,16812.0,12141.0,16633.0,16866.0,16866,peak_floor,False,
51036,2516.0,2905.0,3252.0,3916.0,3916,peak_floor,False,
51037,5148.0,4540.0,5985.0,13319.0,13319,excluded,True,peak_exceeds_base
51041,155017.0,134144.0,139584.0,57010.0,155017,mcc_ok,False,
51043,7589.0,5617.0,6398.0,5150.0,7589,mcc_ok,False,
51045,1256.0,1810.0,2466.0,3261.0,3261,peak_floor,False,
51047,27716.0,18188.0,19285.0,10361.0,27716,mcc_ok,False,
51049,3604.0,4055.0,4658.0,4042.0,4658,housing_floor,False,
51051,8563.0,5543.0,7367.0,3853.0,8563,mcc_ok,False,
51053,12472.0,10432.0,11837.0,13322.0,13322,peak_floor,False,
51057,5226.0,4258.0,5768.0,6819.0,6819,peak_floor,False,
51059,513143.0,410844.0,426970.0,72758.0,513143,mcc_ok,False,
51061,31801.0,26011.0,28218.0,18401.0,31801,mcc_ok,False,
51063,8655.0,6655.0,7947.0,9035.0,9035,peak_floor,False,
51065,7390.0,10195.0,11183.0,5866.0,11183,housing_floor,False,
51067,32464.0,22022.0,28305.0,26423.0,32464,mcc_ok,False,
51069,45160.0,33534.0,35963.0,6659.0,45160,mcc_ok,False,
51071,5569.0,6852.0,8309.0,8274.0,8309,housing_floor,False,
51073,15330.0,14857.0,17064.0,15712.0,17064,housing_floor,False,
51075,12608.0,9788.0,10623.0,9592.0,12608,mcc_ok,False,
51077,8137.0,6148.0,8948.0,10748.0,10748,peak_floor,False,
51079,10381.0,7662.0,8555.0,9316.0,10381,mcc_ok,False,
